"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","R660-A_Gain","R660-H_Gain","R780-A_Gain","R780-H_Gain","B530-A_Gain","B530-H_Gain","B695-A_Gain","B695-H_Gain","V450-A_Gain","V450-H_Gain","V530-A_Gain","V530-H_Gain","V710-A_Gain","V710-H_Gain","Y590-A_Gain","Y590-H_Gain","Y610-A_Gain","Y610-H_Gain","Y670-A_Gain","Y670-H_Gain","Y780-A_Gain","Y780-H_Gain","FSC-A-% rCV","FSC-H-% rCV","FSC-W-% rCV","SSC-A-% rCV","SSC-H-% rCV","SSC-W-% rCV","R660-A-% rCV","R660-H-% rCV","R780-A-% rCV","R780-H-% rCV","B530-A-% rCV","B530-H-% rCV","B695-A-% rCV","B695-H-% rCV","V450-A-% rCV","V450-H-% rCV","V530-A-% rCV","V530-H-% rCV","V710-A-% rCV","V710-H-% rCV","Y590-A-% rCV","Y590-H-% rCV","Y610-A-% rCV","Y610-H-% rCV","Y670-A-% rCV","Y670-H-% rCV","Y780-A-% rCV","Y780-H-% rCV","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","R660-A","R660-H","R780-A","R780-H","B530-A","B530-H","B695-A","B695-H","V450-A","V450-H","V530-A","V530-H","V710-A","V710-H","Y590-A","Y590-H","Y610-A","Y610-H","Y670-A","Y670-H","Y780-A","Y780-H","Red_LaserDelay","Blue_LaserDelay","Violet_LaserDelay","Yellow_LaserDelay","Red_AreaScalingFactor","Blue_AreaScalingFactor","Violet_AreaScalingFactor","Yellow_AreaScalingFactor"
"16-NOV-2017",2017-11-16 10:51:26,"2017-11-16","10H 51M 26S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,4.29,1.11,4.27,4.84,0.96,5.69,5.15,NA,9.65,NA,4,NA,5.36,NA,8.8,NA,8.64,NA,8.65,NA,3.58,NA,3.66,NA,4.32,NA,8.98,NA,129800.09375,67165.5078125,126724,129933.1796875,67110.6875,127602,10044.0908203125,NA,9077.880859375,NA,9825.5400390625,NA,11780.189453125,NA,10162.759765625,NA,9317.1201171875,NA,10420.279296875,NA,10821.5390625,NA,11144.83984375,NA,10878.779296875,NA,11265.1494140625,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15-NOV-2017",2017-11-15 13:56:16,"2017-11-15","13H 56M 16S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,3.37,1.39,3.89,6.18,1.52,6.88,5.8,NA,11.07,NA,4.13,NA,5.43,NA,8.4,NA,7.75,NA,8.96,NA,6.65,NA,6.88,NA,7.71,NA,10.34,NA,127619.3359375,65677.84375,127271,121087.0390625,61566.73828125,129603,9631.0703125,NA,8382.380859375,NA,9179.7998046875,NA,10614.0400390625,NA,10321.6796875,NA,9407.599609375,NA,9980.6396484375,NA,8113.23974609375,NA,8371.8798828125,NA,8009.8896484375,NA,7915.01953125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15-NOV-2017",2017-11-15 08:44:22,"2017-11-15","8H 44M 22S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,489,489,377,377,539,539,607,607,456,456,367,367,459,459,396,396,458,458,424,424,446,446,3.12,1.38,3.52,5.54,1.22,6.35,5.49,5.72,10.86,10.15,4.05,4.58,5.53,6.01,8.66,8.46,8.11,7.94,8.39,8.16,4.68,5.93,4.68,5.53,5.08,5.78,9.39,10.19,126385.13671875,66443.42578125,124585,128008.1484375,65618.109375,128530.5,8834.5693359375,8828,8105.28955078125,7976,9324.2197265625,9220,9470.58984375,9234,9313.4599609375,9421.5,9275.0400390625,9406,10238.3647460938,9250,9991.029296875,9703,10631.0043945312,10272.5,11025.8544921875,11125,10517.849609375,10980,NA,NA,NA,NA,NA,NA,NA,NA
"14-NOV-2017",2017-11-14 09:46:43,"2017-11-14","9H 46M 43S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,2.64,1.07,2.78,4.57,0.92,5.41,4.38,NA,9.5,NA,3.79,NA,5.11,NA,6.97,NA,6.72,NA,7.94,NA,3.72,NA,3.56,NA,4.05,NA,9.27,NA,128531.21875,66613.875,126498,128953.78125,66611.9140625,127541,10222.7802734375,NA,9233.0302734375,NA,9764.1201171875,NA,11657.349609375,NA,10538.599609375,NA,9654.6796875,NA,10486.3994140625,NA,10768.009765625,NA,11189.359375,NA,10804.0498046875,NA,11465.4892578125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-NOV-2017",2017-11-10 13:57:40,"2017-11-10","13H 57M 40S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,4.23,1.12,4.69,9.49,1.07,8.46,3.71,NA,9.16,NA,6.19,NA,5.76,NA,7.1,NA,6.34,NA,6.97,NA,6.18,NA,5.91,NA,4.82,NA,4.68,NA,116378.9375,65030.724609375,117967,122633.32421875,65167.8359375,123140,9971.33056640625,NA,9172.04052734375,NA,9230.4296875,NA,11156.0297851562,NA,10492.1997070312,NA,9653.51953125,NA,10672.580078125,NA,10264.5092773438,NA,10569.7890625,NA,10206.2094726562,NA,10592.0493164062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-NOV-2017",2017-11-10 08:53:19,"2017-11-10","8H 53M 19S","Unknown","FACSAriaII","1","Administrator",335,335,335,357,357,357,489,489,377,377,539,539,607,607,456,456,367,367,459,459,396,396,458,458,424,424,446,446,5.2,1.31,5.18,5.38,1.02,5.75,4.33,4.94,8.87,8.75,3.82,3.93,4.99,5.27,7.32,7.84,7.05,7.45,7.79,7.64,3.61,5.46,3.56,5.15,4.16,5.11,8.87,9.79,123928.9765625,67221.53125,120818,128014.296875,66933.0078125,125990,9208.2197265625,9115,8839.33984375,8612,9238.939453125,8978,9615.3203125,9219,9545.1103515625,9460,9533.8095703125,9437,10705.6201171875,9586,10353.5498046875,9778,10868.1796875,10307,11486.1591796875,11378,11379.099609375,11627,-52.85,0,24.76,-24.94,1.06,0.82,1.13,0.53
"07-NOV-2017",2017-11-07 10:09:13,"2017-11-07","10H 9M 13S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,2.08,1.06,2.41,4.73,0.92,5.38,3.95,NA,8.45,NA,3.1,NA,4.6,NA,6.33,NA,5.87,NA,7.35,NA,3.39,NA,3.3,NA,3.62,NA,6.8,NA,121098.98828125,66107.21875,120298,122641.625,66127.2265625,122141,10293.935546875,NA,9361.96533203125,NA,9269.0244140625,NA,11151.8798828125,NA,10566.439453125,NA,9760.2392578125,NA,10629.0795898438,NA,10500.8896484375,NA,10783.3798828125,NA,10576.4145507812,NA,11346.5043945312,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03-NOV-2017",2017-11-03 09:23:06,"2017-11-03","9H 23M 6S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,2.46,1.16,2.6,4.62,1.01,5.08,4,NA,8.37,NA,3.29,NA,4.36,NA,6.64,NA,6.29,NA,7.5,NA,3.62,NA,3.6,NA,3.94,NA,7.42,NA,127414.3203125,67625.7265625,123640,131271.140625,67576.8203125,127658,10466.740234375,NA,9404.23046875,NA,9734.240234375,NA,11741.1796875,NA,10782.19921875,NA,9956.279296875,NA,10784.51953125,NA,10973.6494140625,NA,11278.3994140625,NA,10836.3798828125,NA,11348.8896484375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31-OCT-2017",2017-10-31 11:46:42,"2017-10-31","11H 46M 42S","Unknown","FACSAriaII","1","Administrator",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,2.01,1.09,2.22,5.22,1.12,5.42,4.09,NA,9.64,NA,3.4,NA,4.69,NA,6.47,NA,5.82,NA,7.1,NA,3.21,NA,3.09,NA,3.77,NA,8.48,NA,128160.9609375,66701.03125,126126,127470.5703125,66518.046875,126060,10251.6708984375,NA,6953.39526367188,NA,9830.9345703125,NA,10594.9501953125,NA,10464.939453125,NA,9703.9794921875,NA,9500.3994140625,NA,10735.4145507812,NA,11113.8344726562,NA,9847.9296875,NA,8372.939453125,NA,-52.71,0,24.73,-24.99,1.07,0.83,1.16,0.53
"30-OCT-2017",2017-10-30 11:48:08,"2017-10-30","11H 48M 8S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,1.99,1.11,2.26,5.4,1.02,5.78,3.84,NA,9.26,NA,3.21,NA,4.24,NA,5.47,NA,5.1,NA,6.86,NA,3.13,NA,3.04,NA,3.73,NA,8.38,NA,124845.9609375,66576.8984375,123074.5,125388.51171875,66546.96484375,123819.5,10356.5302734375,NA,7301.14526367188,NA,9598.9501953125,NA,10530.2099609375,NA,10826.859375,NA,9986.439453125,NA,9750.9599609375,NA,10804.8442382812,NA,11111.44921875,NA,9860.119140625,NA,8724.59423828125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26-OCT-2017",2017-10-26 08:55:52,"2017-10-26","8H 55M 52S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,2.14,1.01,2.34,4.62,0.98,5.03,3.76,NA,7.76,NA,3.31,NA,4.14,NA,5.82,NA,5.26,NA,6.77,NA,3.64,NA,3.56,NA,3.48,NA,8.04,NA,129166.6796875,67072.1484375,126338,131229.640625,67050.78125,128507,10330.8505859375,NA,9116.400390625,NA,9842.9697265625,NA,11575.1796875,NA,10581.51953125,NA,9735.8798828125,NA,10363.439453125,NA,9229.94921875,NA,9480.6396484375,NA,9501.3095703125,NA,9763.6591796875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25-OCT-2017",2017-10-25 09:28:24,"2017-10-25","9H 28M 24S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,2.2,1.04,2.5,6.7,1.06,6.68,3.81,NA,7.94,NA,7.73,NA,8.17,NA,5.73,NA,5.32,NA,7.13,NA,3.41,NA,3.33,NA,3.69,NA,7.63,NA,127699.9140625,66728.2890625,125648,129116.4609375,67095.6015625,126255,10286.98046875,NA,9366.7802734375,NA,9525.080078125,NA,11406.689453125,NA,10626.759765625,NA,9766.0400390625,NA,10545.5595703125,NA,10594.1689453125,NA,10890.9697265625,NA,10612.189453125,NA,11249.2490234375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24-OCT-2017",2017-10-24 09:22:35,"2017-10-24","9H 22M 35S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,6,2.06,7.05,8.49,1.82,9.83,7.55,NA,11.07,NA,5.71,NA,6.78,NA,9.71,NA,9.13,NA,10.04,NA,8.88,NA,8.98,NA,9.04,NA,12.6,NA,125189.6953125,67202.2890625,121989,128834.2578125,66938.4609375,126487,9985.240234375,NA,9159.2001953125,NA,9520.099609375,NA,11309.580078125,NA,10683.599609375,NA,9773,NA,10547.8798828125,NA,10303.19921875,NA,10521.029296875,NA,10233.76953125,NA,10777.01953125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23-OCT-2017",2017-10-23 10:36:29,"2017-10-23","10H 36M 29S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,2.22,1.01,2.61,6.32,0.88,6.61,3.92,NA,6.97,NA,3.26,NA,4.68,NA,5.57,NA,4.86,NA,6.82,NA,3.75,NA,3.5,NA,3.59,NA,6.46,NA,124257,65255.00390625,125022,129641.015625,66370.3203125,128472,10404.6806640625,NA,9062.900390625,NA,9671.990234375,NA,11548.6201171875,NA,10740.439453125,NA,9905.2392578125,NA,10667.359375,NA,10455.3095703125,NA,10680.5595703125,NA,10318.0390625,NA,10588.33984375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20-OCT-2017",2017-10-20 12:53:28,"2017-10-20","12H 53M 28S","Unknown","FACSAriaII","1","Administrator",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,2.09,1.08,2.28,5.72,0.97,5.79,3.6,NA,7.71,NA,3.7,NA,4.49,NA,5.36,NA,4.71,NA,6.68,NA,4.08,NA,3.92,NA,3.97,NA,6.4,NA,128728.5859375,65841.79296875,128303.5,130949.09765625,65576.12890625,131014,10073.515625,NA,8957.50537109375,NA,9880.3193359375,NA,11602.1547851562,NA,10656.919921875,NA,9763.7197265625,NA,10328.6396484375,NA,10175.9990234375,NA,10392.5043945312,NA,9997.919921875,NA,10213.6298828125,NA,-49.7,0,23.12,-23.62,1.12,0.84,1.17,0.54
"19-OCT-2017",2017-10-19 09:38:21,"2017-10-19","9H 38M 21S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,489,489,377,377,539,539,607,607,456,456,367,367,459,459,396,396,458,458,424,424,446,446,1.89,0.89,2.14,5.57,0.81,5.84,3.75,4.36,8.04,7.96,3.47,3.8,4.76,5,5.26,5.63,4.99,5.17,7.42,8.12,3.25,4.78,3.04,4.15,3.54,4.41,7.42,8.47,126976.734375,66160.265625,126073,129645.28125,65204.12890625,130817,9084.19921875,9120,8678.2197265625,8572,9382.439453125,9333,9835.080078125,9642,9549.6298828125,9742,9492,9714,10654.76953125,9864,9826.7294921875,9432,10325.458984375,10033,10966.759765625,11061,10755.8193359375,11284,NA,NA,NA,NA,NA,NA,NA,NA
"17-OCT-2017",2017-10-17 11:20:00,"2017-10-17","11H 20M 0S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,11.97,2.4,10.58,31.69,1.79,28.86,6.42,NA,12.48,NA,8.28,NA,8.88,NA,10.8,NA,9.35,NA,10.79,NA,8.62,NA,7.69,NA,7.98,NA,12.26,NA,130065.80859375,66646.74609375,129053,155704.265625,66317.828125,151190,10477.4404296875,NA,8510.24560546875,NA,9787.7744140625,NA,11285.509765625,NA,11072.1997070312,NA,10035.7397460938,NA,10364.599609375,NA,10565.5498046875,NA,10806.4340820312,NA,10211.509765625,NA,10026.2744140625,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16-OCT-2017",2017-10-16 11:19:37,"2017-10-16","11H 19M 37S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,2.12,1.09,2.4,5.45,0.99,5.87,3.6,NA,7.38,NA,3,NA,4.28,NA,4.54,NA,4.07,NA,6.83,NA,3.57,NA,3.34,NA,3.77,NA,8.32,NA,127826.6015625,67010.88671875,125232,128029.57421875,66124.046875,127316.5,10423.4052734375,NA,9120.1455078125,NA,9630.0751953125,NA,11342.3647460938,NA,10859.33984375,NA,10015.439453125,NA,10672,NA,9388.94921875,NA,9679.91943359375,NA,9476.3994140625,NA,9736.6298828125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13-OCT-2017",2017-10-13 13:20:50,"2017-10-13","13H 20M 50S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,2.04,1.01,2.24,6.41,0.91,6.54,3.65,NA,8.25,NA,3.17,NA,4.36,NA,4.73,NA,4.46,NA,7.73,NA,3.5,NA,3.45,NA,3.95,NA,8.18,NA,126404.515625,65587.90625,126675,128687.34375,65374.90625,129327,10079.400390625,NA,8591.0302734375,NA,9702.7001953125,NA,11392.580078125,NA,10724.19921875,NA,9788.080078125,NA,10498,NA,9975.6591796875,NA,10222.109375,NA,9792.279296875,NA,9868.599609375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-OCT-2017",2017-10-12 08:47:54,"2017-10-12","8H 47M 54S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,2.35,1.15,2.67,5.13,1.03,5.95,5.28,NA,10.29,NA,4.55,NA,5.76,NA,6.83,NA,6.04,NA,8.71,NA,4.48,NA,4.45,NA,5.25,NA,10.21,NA,126235.70703125,67536.69140625,122738.5,130377.94921875,67254.109375,127839.5,9621.4404296875,NA,8352.419921875,NA,9902.72998046875,NA,11653.4296875,NA,10169.599609375,NA,9401.2802734375,NA,10208.7998046875,NA,10555.4794921875,NA,10865.2641601562,NA,10500.8896484375,NA,10389.0595703125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-OCT-2017",2017-10-10 09:46:08,"2017-10-10","9H 46M 8S","Unknown","FACSAriaII","1","Administrator",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,2.34,1.18,2.41,4.87,0.96,5.67,3.52,NA,8.71,NA,3.4,NA,4.69,NA,5.56,NA,4.99,NA,7.44,NA,3.65,NA,3.59,NA,3.9,NA,8.43,NA,121181.1015625,66634.765625,119107,120520.3203125,65312.5546875,121614,9995.9404296875,NA,9013.6806640625,NA,9122.5,NA,10747.740234375,NA,10066.5595703125,NA,9189.599609375,NA,9870.5595703125,NA,9901.9892578125,NA,10130.419921875,NA,9988.9091796875,NA,10188.7197265625,NA,-49.7,0,23.12,-23.62,1.12,0.84,1.17,0.54
"09-OCT-2017",2017-10-09 09:22:18,"2017-10-09","9H 22M 18S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,489,489,377,377,539,539,607,607,456,456,367,367,459,459,396,396,458,458,424,424,446,446,5.51,2.26,6.38,9.57,2.04,11.05,7.72,7.84,13.15,12,6.64,7.46,8.07,8.8,8.98,8.93,8.47,8.28,10.56,9.99,10.42,11.18,10.51,10.81,10.89,10.94,13.97,14.42,107660.24609375,59401.841796875,118054.5,124877.38671875,66631.828125,123138,8805.94970703125,8661,8563.20947265625,8312,8875.27001953125,8604,9298.3896484375,8907.5,9493.1298828125,9245,9381.259765625,9168,10640.080078125,9276,9443.009765625,8704,9985.994140625,9289,10553.359375,10279.5,10173.8798828125,10386,NA,NA,NA,NA,NA,NA,NA,NA
"04-OCT-2017",2017-10-04 12:31:53,"2017-10-04","12H 31M 53S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,3.33,1.21,3.27,4.99,1.05,5.83,4.19,NA,9.04,NA,4.05,NA,5.26,NA,9.07,NA,8.7,NA,8.32,NA,3.83,NA,3.98,NA,4.57,NA,9.49,NA,125887.88671875,66765.125,123620.5,126610.05078125,66082.33984375,126403.5,10206.1953125,NA,9009.935546875,NA,9420.16015625,NA,11116.330078125,NA,9848.16015625,NA,9009.84033203125,NA,9965.759765625,NA,10071.0595703125,NA,10341.359375,NA,10050.919921875,NA,10177.3247070312,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03-OCT-2017",2017-10-03 12:29:38,"2017-10-03","12H 29M 38S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,497,NA,380,NA,541,NA,619,NA,461,NA,367,NA,457,NA,399,NA,460,NA,421,NA,447,NA,2.67,1.05,2.77,4.89,0.94,5.56,3.67,NA,8.5,NA,3.35,NA,4.7,NA,5.26,NA,5.04,NA,7.12,NA,3.56,NA,3.66,NA,3.95,NA,8.18,NA,125890.4375,65815.15625,125471,125963.4765625,65079.53515625,127501,10112.5703125,NA,9256.5703125,NA,9316.83984375,NA,11163.4794921875,NA,10316.3203125,NA,9348.6396484375,NA,10071.0400390625,NA,9692.109375,NA,9940.6796875,NA,9929.5498046875,NA,10320.1591796875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02-OCT-2017",2017-10-02 09:47:12,"2017-10-02","9H 47M 12S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,489,489,377,377,539,539,607,607,456,456,367,367,459,459,396,396,458,458,424,424,446,446,2.16,1.05,2.19,4.36,0.9,5.27,4.2,4.68,11.31,11.18,4.04,4.42,5.54,6.21,6.03,6.26,5.69,6,7.31,7.77,4.27,6.46,4.24,5.75,5.23,6.21,11.9,12.78,127174.6171875,67036.609375,124620,129144.2578125,66332.515625,128309,9089.4990234375,8989,5611.6396484375,5488,9542.33984375,9323,8507.5,8209,10037.7900390625,10001,10018.580078125,10012,9534.9404296875,8641,9579.2197265625,8928,10168.0498046875,9471,9554.83984375,9293,6499.3896484375,6577,NA,NA,NA,NA,NA,NA,NA,NA
